title,journal,year
Chaotic asymptotic behavior of the hyperbolic heat transfer equation solutions,International Journal of Bifurcation and Chaos,2010.0
Distributionally chaotic translation semigroups,Journal of Difference Equations and Applications,2012.0
The specification property for backward shifts,Journal of Difference Equations and Applications,2011.0
Transitivity dense orbit and discontinuous functions,Bulletin of the Belgian Mathematical Society Simon Stevin,1999.0
Mixing properties for nonautonomous linear dynamics and invariant sets,Applied Mathematics Letters,2013.0
C supercyclic versus R supercyclic operators,Archiv der Mathematik,2002.0
Frequent hypercyclicity chaos and unconditional Schauder decompositions,Israel Journal of Mathematics,2012.0
Chaotic polynomials on Banach spaces,Journal of Mathematical Analysis and Applications,2003.0
Hypercyclicity criteria and the MittagLeffler theorem,Bulletin de la Societe Royale des Sciences de Liege,2001.0
Topological tensor products of a Frechet Schwartz space and a Banach space,Studia Math,1993.0
Cesaro bounded operators in Banach spaces,Journal d Analyse Mathematique,2020.0
Operators with the specification property,Journal of Mathematical Analysis and Applications,2016.0
Product recurrence for weighted backward shifts,Applied Mathematics & Information Sciences,2015.0
Linear dynamics of semigroups generated by differential operators,Open Mathematics,2017.0
Tratamiento de senales digitales mediante wavelets y su uso con Matlab,Editorial Club Universitario,2013.0
Chaotic behaviour of birthanddeath models with proliferation,Journal of Difference Equations and Applications,2012.0
Sums and products of bad functions,Contemporary Mathematics,2007.0
Vectorvalued holomorphic germs on FrechetSchwartz spaces,Royal Irish Academy,1994.0
Finite intersection property and dynamical compactness,Journal of Dynamics and Differential Equations,2018.0
Setvalued chaos in linear dynamics,Integral Equations and Operator Theory,2017.0
Strong mixing measures for semigroups,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales. Serie,2015.0
Chaotic translation semigroups,Conferencia,2007.0
A projective description of the Nachbinported topology,Journal of Mathematical Analysis and Applications,1996.0
Nonlocal operators are chaotic,Chaos: An Interdisciplinary Journal of Nonlinear Science,2020.0
Operadores y semigrupos de operadores en espacios de Frechet y espacios localmente convexos,Universidad Politecnica de Valencia,2004.0
Topologically ergodic operators,Conferencia,2005.0
Some results on Frechet spaces with the density condition,Archiv der Mathematik,1992.0
On shadowing and chain recurrence in linear dynamics,Advances in Mathematics,2024.0
Questions in linear recurrence: From the Tproblem to lineability,,2023.0
Dynamics of shift operators on nonmetrizable sequence spaces,Revista Matematica Iberoamericana,2021.0
Sets of periods for chaotic linear operators,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales. Serie,2021.0
Weak stability of nonautonomous discrete dynamical systems,Topology,2018.0
Chaotic behaviour on invariant sets of linear operators,Arxiv preprint arXiv:,2012.0
Numerically hypercyclic operators,Integral Equations and Operator Theory,2012.0
Slow Growth for Universal Harmonic Functions,,2010.0
Erratum to:Chaotic polynomials on Frechet spaces ,American Mathematical Society,2001.0
Maurey's extension theorem and Grothendieck's probleme des topologies,Journal of the London Mathematical Society,1998.0
Frechet Schwartz spaces and approximation properties,Mathematische Annalen,1994.0
Chaotic asymptotic behaviour of the solutions of the Lighthill Whitham Richards equation,Nonlinear Dynamics,2016.0
Chaotic polynomials on sequence and function spaces,International Journal of Bifurcation and Chaos,2010.0
Existence of hypercyclic polynomials on complex Frechet spaces,Topology,2009.0
Chaotic polynomials on Frechet spaces,American Mathematical Society,1999.0
Localization of bounded sets in tensor products,Revista matematica de la Universidad Complutense de Madrid,1996.0
Chaos on Fuzzy Dynamical Systems,Mathematics Journal,2021.0
Ergodic and dynamical properties of misometries,Linear Algebra and its Applications,2019.0
Cantor sets Bernoulli shifts and linear dynamics,Descriptive Topology and Functional Analysis,2014.0
On the existence of polynomials with chaotic behaviour,Journal of Function Spaces,2013.0
Erratum to Uniform convergence and chaotic behavior [Nonlinear Anal. TMA 65 (4)(2006) 933 937],Nonlinear Analysis: Theory Methods & Applications,2008.0
Coincidence of topologies on tensor products of Kothe echelon spaces,Studia Math,1994.0
A hypercyclicity criterion for nonmetrizable topological vector spaces,Functiones et Approximatio Commentarii Mathematici,2018.0
Chaos for linear fractional transformations of shifts,Topology,2016.0
Chaos for the dynamics of Toeplitz operators,Mathematics Journal,2022.0
The Specification Property for Semigroups,Arxiv preprint arXiv:,2016.0
Numerically hypercyclic polynomials,Archiv der Mathematik,2012.0
Accurate Criteria for Broken Bar Detection in Induction Motors Based on the Wavelet (Packet) Transform,Mathematics Journal,2024.0
The Specification Property for Semigroups,Mediterranean Journal of Mathematics,2019.0
Small ball properties for Frechet spaces,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales. Serie,2003.0
Transfer arguments for spaces of operators and tensor products,Note di Matematica,1997.0
Integracion multiple y vectorial,Universitat Politecnica de Valencia,2023.0
Rate of growth of distributionally chaotic functions,Arxiv preprint arXiv:,2018.0
MiniWorkshop: Hypercyclicity and Linear Chaos,Oberwolfach Reports,2007.0
Some Questions of Heinrich on Ultrapowers of Locally Convex Spaces,Mathematische Nachrichten,1993.0
Questions in linear recurrence I: the  recurrence problem,Analysis and Mathematical Physics,2025.0
On disjoint dynamical properties and Lipschitzfree spaces,Results in Mathematics,2025.0
Generalized hyperbolicity stability and expansivity for operators on locally convex spaces,Journal of Functional Analysis,2025.0
MiniWorkshop: New Horizons in Linear Dynamics Universality and the Invariant Subspace Problem,Oberwolfach Reports,2024.0
Recurrence in collective dynamics: From the hyperspace to fuzzy dynamical systems,Arxiv preprint arXiv:,2024.0
Stock volatility as an anomalous diffusion process,AIMS Mathematics,2024.0
Chaotic finite difference operators,Chaos: An Interdisciplinary Journal of Nonlinear Science,2023.0
Orbit Tracing Properties on Hyperspaces and Fuzzy Dynamical Systems,Axioms,2022.0
Questions in linear recurrence: From the problem to lineability,Arxiv preprint arXiv:,2022.0
Chaos for the Dynamics of Toeplitz Operators,,2022.0
Sets of periods for chaotic linear operators,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales. Serie,2021.0
Produccio matematica i impacte de les Illes Balears Catalunya i la Comunitat Valenciana,SCMNoticies,2021.0
Ergodic and dynamical properties of misometries,,2019.0
The Specification Property for C0Semigroups,,2019.0
Infinite Dimensional,,2018.0
Operators with the specification property,,2016.0
Investigacion interdisciplinar experimental de arte contemporaneo y matematicas,Conferencia,2015.0
Strong mixing measures for C0semigroups,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales. Serie,2015.0
Preface special issue: Advances and applications in qualitative studies of dynamics,Discrete and Continuous Dynamical Systems,2014.0
Journal metrics,Abstract and Applied Analysis,2014.0
Invariant sets and topological mixing properties for nonautonomous linear dynamics,Conferencia,2014.0
Dynamics operator theory and infinite holomorphy,Abstract and Applied Analysis,2014.0
Strong mixing measures for linear operators and frequent hypercyclicity,Journal of Mathematical Analysis and Applications,2013.0
Deterministic discrete dynamical systems: Advances in regular and chaotic behavior with applications,,2013.0
The specification property for backward shifts,,2012.0
Threespaceproblems and small ball properties for Frechet spaces,Functiones et Approximatio Commentarii Mathematici,2011.0
Operadores debil mezclantes en espacios vectoriales topologicos,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales. Serie,2010.0
Canvi de variables en integracio multiple,Universitat Politecnica de Valencia,2009.0
Camps conservatius,Universitat Politecnica de Valencia,2008.0
Integral de Linia,Universitat Politecnica de Valencia,2008.0
Quadriques,Universitat Politecnica de Valencia,2008.0
Integracio multiple i vectorial,Universitat Politecnica de Valencia,2006.0
Open problems session,International Journal of Bifurcation and Chaos,2003.0
Semigroupes hypercycliques et orbites quelque part denses,Comptes Rendus Mathematique,2002.0
A note on tensor products of compact diagonal operators,Bulletin de la Societe Royale des Sciences de Liege,1997.0
Vectorvalued holomorphic germs o,Royal Irish Academy,1994.0
Pseudoorbits in linear dynamics,,
Anomalous diffusion vs. stock volatility through machine learning,,
Localization of Bounded Sets,,
Numerical methods meet linear chaos,,
Wild dynamics and periods for operators on Hilbert spaces,,
Rate of growth of distributionally chaotic functions,,
On the interplay between nonlinear and linear dynamics,,
Distributional chaos for linear operators,,
Locailization of Bounded Sets in Tensor Products,,
On the chaotic dynamics of fractional difference operators,,
Linear dynamics: Somewhere dense orbits are everywhere dense!,,
On Mixing Properties for Semigroups of Operators,,
Ahypercyclicity and recurrence in linear dynamics,Congreso Bienal de la Real Sociedad Matematica Espanola,
Chaotic behavior of linear operators on invariant sets,,
Irregular operators with increasing norms of iterates,,
